role,condition,left_writer,right_writer,left_filename,right_filename,label,score
selection,cross_variable_variable,130,148,0130_1.jpg,0148_3.jpg,0,0.034170844
selection,cross_variable_variable,130,154,0130_1.jpg,0154_3.jpg,0,-0.21749257
selection,cross_variable_variable,130,161,0130_1.jpg,0161_3.jpg,0,0.08755169
selection,cross_variable_variable,130,200,0130_1.jpg,0200_3.jpg,0,-0.02551874
selection,cross_variable_variable,130,204,0130_1.jpg,0204_3.jpg,0,-0.09197785
selection,cross_variable_variable,130,216,0130_1.jpg,0216_3.jpg,0,-0.15984082
selection,cross_variable_variable,130,219,0130_1.jpg,0219_3.jpg,0,0.09673524
selection,cross_variable_variable,130,224,0130_1.jpg,0224_3.jpg,0,0.015231002
selection,cross_variable_variable,130,237,0130_1.jpg,0237_3.jpg,0,-0.04571796
selection,cross_variable_variable,130,239,0130_1.jpg,0239_3.jpg,0,0.11117557
selection,cross_variable_variable,130,248,0130_1.jpg,0248_3.jpg,0,0.048144996
selection,cross_variable_variable,130,266,0130_1.jpg,0266_3.jpg,0,-0.028852813
selection,cross_variable_variable,130,271,0130_1.jpg,0271_3.jpg,0,-0.0055217408
selection,cross_variable_variable,130,279,0130_1.jpg,0279_3.jpg,0,-0.12377305
selection,cross_variable_variable,130,282,0130_1.jpg,0282_3.jpg,0,-0.06389554
selection,cross_variable_variable,132,6,0132_1.jpg,0006_3.jpg,0,-0.11817277
selection,cross_variable_variable,132,12,0132_1.jpg,0012_3.jpg,0,-0.2100966
selection,cross_variable_variable,132,15,0132_1.jpg,0015_3.jpg,0,-0.09990044
selection,cross_variable_variable,132,18,0132_1.jpg,0018_3.jpg,0,-0.07375941
selection,cross_variable_variable,132,35,0132_1.jpg,0035_3.jpg,0,-0.13561198
selection,cross_variable_variable,132,42,0132_1.jpg,0042_3.jpg,0,-0.120388806
selection,cross_variable_variable,132,43,0132_1.jpg,0043_3.jpg,0,0.1171811
selection,cross_variable_variable,132,60,0132_1.jpg,0060_3.jpg,0,-0.0405352
selection,cross_variable_variable,132,66,0132_1.jpg,0066_3.jpg,0,-0.10884738
selection,cross_variable_variable,132,67,0132_1.jpg,0067_3.jpg,0,-0.25014997
selection,cross_variable_variable,132,79,0132_1.jpg,0079_3.jpg,0,-0.053169906
selection,cross_variable_variable,132,86,0132_1.jpg,0086_3.jpg,0,-0.09788372
selection,cross_variable_variable,132,87,0132_1.jpg,0087_3.jpg,0,0.013112161
selection,cross_variable_variable,132,89,0132_1.jpg,0089_3.jpg,0,0.019804167
selection,cross_variable_variable,132,91,0132_1.jpg,0091_3.jpg,0,0.006102279
selection,cross_variable_variable,132,93,0132_1.jpg,0093_3.jpg,0,0.258581
selection,cross_variable_variable,132,106,0132_1.jpg,0106_3.jpg,0,-0.1851849
selection,cross_variable_variable,132,109,0132_1.jpg,0109_3.jpg,0,0.16941297
selection,cross_variable_variable,132,114,0132_1.jpg,0114_3.jpg,0,-0.0774859
selection,cross_variable_variable,132,130,0132_1.jpg,0130_3.jpg,0,-0.11751915
selection,cross_variable_variable,132,132,0132_1.jpg,0132_3.jpg,1,0.24530557
selection,cross_variable_variable,132,148,0132_1.jpg,0148_3.jpg,0,-0.061863407
selection,cross_variable_variable,132,154,0132_1.jpg,0154_3.jpg,0,0.274817
selection,cross_variable_variable,132,161,0132_1.jpg,0161_3.jpg,0,-0.0027844887
selection,cross_variable_variable,132,200,0132_1.jpg,0200_3.jpg,0,-0.06622401
selection,cross_variable_variable,132,204,0132_1.jpg,0204_3.jpg,0,0.100309804
selection,cross_variable_variable,132,216,0132_1.jpg,0216_3.jpg,0,0.059988618
selection,cross_variable_variable,132,219,0132_1.jpg,0219_3.jpg,0,0.07478839
selection,cross_variable_variable,132,224,0132_1.jpg,0224_3.jpg,0,-0.2348167
selection,cross_variable_variable,132,237,0132_1.jpg,0237_3.jpg,0,-0.13853355
selection,cross_variable_variable,132,239,0132_1.jpg,0239_3.jpg,0,0.17887363
selection,cross_variable_variable,132,248,0132_1.jpg,0248_3.jpg,0,0.07114442
selection,cross_variable_variable,132,266,0132_1.jpg,0266_3.jpg,0,-0.031480014
selection,cross_variable_variable,132,271,0132_1.jpg,0271_3.jpg,0,0.06655553
selection,cross_variable_variable,132,279,0132_1.jpg,0279_3.jpg,0,-0.035785045
selection,cross_variable_variable,132,282,0132_1.jpg,0282_3.jpg,0,-0.062274694
selection,cross_variable_variable,148,6,0148_1.jpg,0006_3.jpg,0,0.07683437
selection,cross_variable_variable,148,12,0148_1.jpg,0012_3.jpg,0,0.059908986
selection,cross_variable_variable,148,15,0148_1.jpg,0015_3.jpg,0,-0.0817772
selection,cross_variable_variable,148,18,0148_1.jpg,0018_3.jpg,0,-0.018347003
selection,cross_variable_variable,148,35,0148_1.jpg,0035_3.jpg,0,0.036560852
selection,cross_variable_variable,148,42,0148_1.jpg,0042_3.jpg,0,-0.042917825
selection,cross_variable_variable,148,43,0148_1.jpg,0043_3.jpg,0,-0.1089845
selection,cross_variable_variable,148,60,0148_1.jpg,0060_3.jpg,0,-0.14470184
selection,cross_variable_variable,148,66,0148_1.jpg,0066_3.jpg,0,-0.1542145
selection,cross_variable_variable,148,67,0148_1.jpg,0067_3.jpg,0,0.11342448
selection,cross_variable_variable,148,79,0148_1.jpg,0079_3.jpg,0,0.077693224
selection,cross_variable_variable,148,86,0148_1.jpg,0086_3.jpg,0,-0.14494036
selection,cross_variable_variable,148,87,0148_1.jpg,0087_3.jpg,0,-0.09083219
selection,cross_variable_variable,148,89,0148_1.jpg,0089_3.jpg,0,-0.053492878
selection,cross_variable_variable,148,91,0148_1.jpg,0091_3.jpg,0,0.0719357
selection,cross_variable_variable,148,93,0148_1.jpg,0093_3.jpg,0,-0.004775692
selection,cross_variable_variable,148,106,0148_1.jpg,0106_3.jpg,0,-0.118811466
selection,cross_variable_variable,148,109,0148_1.jpg,0109_3.jpg,0,-0.060774542
selection,cross_variable_variable,148,114,0148_1.jpg,0114_3.jpg,0,0.26000977
selection,cross_variable_variable,148,130,0148_1.jpg,0130_3.jpg,0,-0.008801775
selection,cross_variable_variable,148,132,0148_1.jpg,0132_3.jpg,0,-0.18894213
selection,cross_variable_variable,148,148,0148_1.jpg,0148_3.jpg,1,0.1753753
selection,cross_variable_variable,148,154,0148_1.jpg,0154_3.jpg,0,-0.08739287
selection,cross_variable_variable,148,161,0148_1.jpg,0161_3.jpg,0,-0.019667178
selection,cross_variable_variable,148,200,0148_1.jpg,0200_3.jpg,0,0.11899985
selection,cross_variable_variable,148,204,0148_1.jpg,0204_3.jpg,0,-0.08983467
selection,cross_variable_variable,148,216,0148_1.jpg,0216_3.jpg,0,-0.07568214
selection,cross_variable_variable,148,219,0148_1.jpg,0219_3.jpg,0,0.06922263
selection,cross_variable_variable,148,224,0148_1.jpg,0224_3.jpg,0,-0.014099922
selection,cross_variable_variable,148,237,0148_1.jpg,0237_3.jpg,0,0.16262887
selection,cross_variable_variable,148,239,0148_1.jpg,0239_3.jpg,0,-0.06857519
selection,cross_variable_variable,148,248,0148_1.jpg,0248_3.jpg,0,-0.05141962
selection,cross_variable_variable,148,266,0148_1.jpg,0266_3.jpg,0,-0.010505818
selection,cross_variable_variable,148,271,0148_1.jpg,0271_3.jpg,0,-0.17454882
selection,cross_variable_variable,148,279,0148_1.jpg,0279_3.jpg,0,-0.21066356
selection,cross_variable_variable,148,282,0148_1.jpg,0282_3.jpg,0,0.14625925
selection,cross_variable_variable,154,6,0154_1.jpg,0006_3.jpg,0,-0.11130857
selection,cross_variable_variable,154,12,0154_1.jpg,0012_3.jpg,0,0.052257854
selection,cross_variable_variable,154,15,0154_1.jpg,0015_3.jpg,0,0.017258607
selection,cross_variable_variable,154,18,0154_1.jpg,0018_3.jpg,0,0.11618705
selection,cross_variable_variable,154,35,0154_1.jpg,0035_3.jpg,0,0.05303838
selection,cross_variable_variable,154,42,0154_1.jpg,0042_3.jpg,0,0.11166005
selection,cross_variable_variable,154,43,0154_1.jpg,0043_3.jpg,0,-0.0021644551
selection,cross_variable_variable,154,60,0154_1.jpg,0060_3.jpg,0,-0.0034583472
selection,cross_variable_variable,154,66,0154_1.jpg,0066_3.jpg,0,0.08349067
selection,cross_variable_variable,154,67,0154_1.jpg,0067_3.jpg,0,-0.10701015
selection,cross_variable_variable,154,79,0154_1.jpg,0079_3.jpg,0,0.10792137
selection,cross_variable_variable,154,86,0154_1.jpg,0086_3.jpg,0,0.13996829
selection,cross_variable_variable,154,87,0154_1.jpg,0087_3.jpg,0,-0.057147227
selection,cross_variable_variable,154,89,0154_1.jpg,0089_3.jpg,0,0.13358104
selection,cross_variable_variable,154,91,0154_1.jpg,0091_3.jpg,0,-0.028691282
selection,cross_variable_variable,154,93,0154_1.jpg,0093_3.jpg,0,0.042146437
selection,cross_variable_variable,154,106,0154_1.jpg,0106_3.jpg,0,-0.11663762
selection,cross_variable_variable,154,109,0154_1.jpg,0109_3.jpg,0,-0.12911272
selection,cross_variable_variable,154,114,0154_1.jpg,0114_3.jpg,0,-0.14734
selection,cross_variable_variable,154,130,0154_1.jpg,0130_3.jpg,0,-0.018330105
selection,cross_variable_variable,154,132,0154_1.jpg,0132_3.jpg,0,0.19217493
selection,cross_variable_variable,154,148,0154_1.jpg,0148_3.jpg,0,-0.057127766
selection,cross_variable_variable,154,154,0154_1.jpg,0154_3.jpg,1,0.2507638
selection,cross_variable_variable,154,161,0154_1.jpg,0161_3.jpg,0,0.029978212
selection,cross_variable_variable,154,200,0154_1.jpg,0200_3.jpg,0,-0.059722662
selection,cross_variable_variable,154,204,0154_1.jpg,0204_3.jpg,0,0.0036507212
selection,cross_variable_variable,154,216,0154_1.jpg,0216_3.jpg,0,-0.031908117
selection,cross_variable_variable,154,219,0154_1.jpg,0219_3.jpg,0,-0.06806599
selection,cross_variable_variable,154,224,0154_1.jpg,0224_3.jpg,0,-0.09387711
selection,cross_variable_variable,154,237,0154_1.jpg,0237_3.jpg,0,-0.13578986
selection,cross_variable_variable,154,239,0154_1.jpg,0239_3.jpg,0,-0.057577908
selection,cross_variable_variable,154,248,0154_1.jpg,0248_3.jpg,0,0.037709087
selection,cross_variable_variable,154,266,0154_1.jpg,0266_3.jpg,0,-0.049479563
selection,cross_variable_variable,154,271,0154_1.jpg,0271_3.jpg,0,0.097541675
selection,cross_variable_variable,154,279,0154_1.jpg,0279_3.jpg,0,0.010770418
selection,cross_variable_variable,154,282,0154_1.jpg,0282_3.jpg,0,-0.109150484
selection,cross_variable_variable,161,6,0161_1.jpg,0006_3.jpg,0,-0.27350038
selection,cross_variable_variable,161,12,0161_1.jpg,0012_3.jpg,0,0.16193572
selection,cross_variable_variable,161,15,0161_1.jpg,0015_3.jpg,0,0.18760663
selection,cross_variable_variable,161,18,0161_1.jpg,0018_3.jpg,0,-0.06751856
selection,cross_variable_variable,161,35,0161_1.jpg,0035_3.jpg,0,0.12651351
selection,cross_variable_variable,161,42,0161_1.jpg,0042_3.jpg,0,0.042383038
selection,cross_variable_variable,161,43,0161_1.jpg,0043_3.jpg,0,-0.12844533
selection,cross_variable_variable,161,60,0161_1.jpg,0060_3.jpg,0,0.059791304
selection,cross_variable_variable,161,66,0161_1.jpg,0066_3.jpg,0,0.12706
selection,cross_variable_variable,161,67,0161_1.jpg,0067_3.jpg,0,0.2547619
selection,cross_variable_variable,161,79,0161_1.jpg,0079_3.jpg,0,0.0574644
selection,cross_variable_variable,161,86,0161_1.jpg,0086_3.jpg,0,-0.03443062
selection,cross_variable_variable,161,87,0161_1.jpg,0087_3.jpg,0,0.001466183
selection,cross_variable_variable,161,89,0161_1.jpg,0089_3.jpg,0,0.20575862
selection,cross_variable_variable,161,91,0161_1.jpg,0091_3.jpg,0,0.0068526897
selection,cross_variable_variable,161,93,0161_1.jpg,0093_3.jpg,0,-0.12530428
selection,cross_variable_variable,161,106,0161_1.jpg,0106_3.jpg,0,0.025258012
selection,cross_variable_variable,161,109,0161_1.jpg,0109_3.jpg,0,0.062008325
selection,cross_variable_variable,161,114,0161_1.jpg,0114_3.jpg,0,0.29580688
selection,cross_variable_variable,161,130,0161_1.jpg,0130_3.jpg,0,0.14626566
selection,cross_variable_variable,161,132,0161_1.jpg,0132_3.jpg,0,0.06290602
selection,cross_variable_variable,161,148,0161_1.jpg,0148_3.jpg,0,0.056710795
selection,cross_variable_variable,161,154,0161_1.jpg,0154_3.jpg,0,-0.09847447
selection,cross_variable_variable,161,161,0161_1.jpg,0161_3.jpg,1,0.21115996
selection,cross_variable_variable,161,200,0161_1.jpg,0200_3.jpg,0,0.01714398
selection,cross_variable_variable,161,204,0161_1.jpg,0204_3.jpg,0,0.06865719
selection,cross_variable_variable,161,216,0161_1.jpg,0216_3.jpg,0,-0.059963766
selection,cross_variable_variable,161,219,0161_1.jpg,0219_3.jpg,0,0.09313608
selection,cross_variable_variable,161,224,0161_1.jpg,0224_3.jpg,0,0.12355007
selection,cross_variable_variable,161,237,0161_1.jpg,0237_3.jpg,0,-0.16684581
selection,cross_variable_variable,161,239,0161_1.jpg,0239_3.jpg,0,0.05364739
selection,cross_variable_variable,161,248,0161_1.jpg,0248_3.jpg,0,-0.0887009
selection,cross_variable_variable,161,266,0161_1.jpg,0266_3.jpg,0,0.16140652
selection,cross_variable_variable,161,271,0161_1.jpg,0271_3.jpg,0,-0.02364493
selection,cross_variable_variable,161,279,0161_1.jpg,0279_3.jpg,0,-0.07380082
selection,cross_variable_variable,161,282,0161_1.jpg,0282_3.jpg,0,-0.14627004
selection,cross_variable_variable,200,6,0200_1.jpg,0006_3.jpg,0,0.0056249807
selection,cross_variable_variable,200,12,0200_1.jpg,0012_3.jpg,0,0.039354075
selection,cross_variable_variable,200,15,0200_1.jpg,0015_3.jpg,0,0.10648659
selection,cross_variable_variable,200,18,0200_1.jpg,0018_3.jpg,0,0.08413459
selection,cross_variable_variable,200,35,0200_1.jpg,0035_3.jpg,0,0.09330113
selection,cross_variable_variable,200,42,0200_1.jpg,0042_3.jpg,0,-0.029112529
selection,cross_variable_variable,200,43,0200_1.jpg,0043_3.jpg,0,-0.11040204
selection,cross_variable_variable,200,60,0200_1.jpg,0060_3.jpg,0,-0.06744516
selection,cross_variable_variable,200,66,0200_1.jpg,0066_3.jpg,0,0.08397088
selection,cross_variable_variable,200,67,0200_1.jpg,0067_3.jpg,0,0.0039243847
selection,cross_variable_variable,200,79,0200_1.jpg,0079_3.jpg,0,0.036449093
selection,cross_variable_variable,200,86,0200_1.jpg,0086_3.jpg,0,0.15872763
selection,cross_variable_variable,200,87,0200_1.jpg,0087_3.jpg,0,0.057224132
selection,cross_variable_variable,200,89,0200_1.jpg,0089_3.jpg,0,0.047122948
selection,cross_variable_variable,200,91,0200_1.jpg,0091_3.jpg,0,-0.12838924
selection,cross_variable_variable,200,93,0200_1.jpg,0093_3.jpg,0,-0.0116233975
selection,cross_variable_variable,200,106,0200_1.jpg,0106_3.jpg,0,-0.039315768
selection,cross_variable_variable,200,109,0200_1.jpg,0109_3.jpg,0,-0.013314394
selection,cross_variable_variable,200,114,0200_1.jpg,0114_3.jpg,0,0.008733388
selection,cross_variable_variable,200,130,0200_1.jpg,0130_3.jpg,0,0.085266605
selection,cross_variable_variable,200,132,0200_1.jpg,0132_3.jpg,0,-0.16820024
selection,cross_variable_variable,200,148,0200_1.jpg,0148_3.jpg,0,0.097986266
selection,cross_variable_variable,200,154,0200_1.jpg,0154_3.jpg,0,-0.05910454
selection,cross_variable_variable,200,161,0200_1.jpg,0161_3.jpg,0,0.12159324
selection,cross_variable_variable,200,200,0200_1.jpg,0200_3.jpg,1,0.06687242
selection,cross_variable_variable,200,204,0200_1.jpg,0204_3.jpg,0,-0.1274118
selection,cross_variable_variable,200,216,0200_1.jpg,0216_3.jpg,0,0.06527242
selection,cross_variable_variable,200,219,0200_1.jpg,0219_3.jpg,0,0.13203445
selection,cross_variable_variable,200,224,0200_1.jpg,0224_3.jpg,0,0.24572481
selection,cross_variable_variable,200,237,0200_1.jpg,0237_3.jpg,0,0.066801034
selection,cross_variable_variable,200,239,0200_1.jpg,0239_3.jpg,0,-0.04976551
selection,cross_variable_variable,200,248,0200_1.jpg,0248_3.jpg,0,-0.035268083
selection,cross_variable_variable,200,266,0200_1.jpg,0266_3.jpg,0,-0.05354659
selection,cross_variable_variable,200,271,0200_1.jpg,0271_3.jpg,0,-0.10008299
selection,cross_variable_variable,200,279,0200_1.jpg,0279_3.jpg,0,0.15010123
selection,cross_variable_variable,200,282,0200_1.jpg,0282_3.jpg,0,0.030553985
selection,cross_variable_variable,204,6,0204_1.jpg,0006_3.jpg,0,-0.1259768
selection,cross_variable_variable,204,12,0204_1.jpg,0012_3.jpg,0,0.13250811
selection,cross_variable_variable,204,15,0204_1.jpg,0015_3.jpg,0,0.07493059
selection,cross_variable_variable,204,18,0204_1.jpg,0018_3.jpg,0,-0.097538784
selection,cross_variable_variable,204,35,0204_1.jpg,0035_3.jpg,0,0.022230584
selection,cross_variable_variable,204,42,0204_1.jpg,0042_3.jpg,0,0.1590496
selection,cross_variable_variable,204,43,0204_1.jpg,0043_3.jpg,0,0.14974922
selection,cross_variable_variable,204,60,0204_1.jpg,0060_3.jpg,0,0.03408864
selection,cross_variable_variable,204,66,0204_1.jpg,0066_3.jpg,0,-0.10778102
selection,cross_variable_variable,204,67,0204_1.jpg,0067_3.jpg,0,0.06882846
selection,cross_variable_variable,204,79,0204_1.jpg,0079_3.jpg,0,0.122277886
selection,cross_variable_variable,204,86,0204_1.jpg,0086_3.jpg,0,0.028522141
selection,cross_variable_variable,204,87,0204_1.jpg,0087_3.jpg,0,-0.096306816
selection,cross_variable_variable,204,89,0204_1.jpg,0089_3.jpg,0,-0.05117191
selection,cross_variable_variable,204,91,0204_1.jpg,0091_3.jpg,0,-0.0012236135
selection,cross_variable_variable,204,93,0204_1.jpg,0093_3.jpg,0,0.09293492
selection,cross_variable_variable,204,106,0204_1.jpg,0106_3.jpg,0,-0.11678675
selection,cross_variable_variable,204,109,0204_1.jpg,0109_3.jpg,0,0.008230824
selection,cross_variable_variable,204,114,0204_1.jpg,0114_3.jpg,0,0.014024118
selection,cross_variable_variable,204,130,0204_1.jpg,0130_3.jpg,0,0.08323927
selection,cross_variable_variable,204,132,0204_1.jpg,0132_3.jpg,0,-0.003762938
selection,cross_variable_variable,204,148,0204_1.jpg,0148_3.jpg,0,0.06704626
selection,cross_variable_variable,204,154,0204_1.jpg,0154_3.jpg,0,0.035915084
selection,cross_variable_variable,204,161,0204_1.jpg,0161_3.jpg,0,0.0976778
selection,cross_variable_variable,204,200,0204_1.jpg,0200_3.jpg,0,-0.031316884
selection,cross_variable_variable,204,204,0204_1.jpg,0204_3.jpg,1,-0.14027554
selection,cross_variable_variable,204,216,0204_1.jpg,0216_3.jpg,0,-0.0635545
selection,cross_variable_variable,204,219,0204_1.jpg,0219_3.jpg,0,0.05155608
selection,cross_variable_variable,204,224,0204_1.jpg,0224_3.jpg,0,-0.09154926
selection,cross_variable_variable,204,237,0204_1.jpg,0237_3.jpg,0,-0.12570879
selection,cross_variable_variable,204,239,0204_1.jpg,0239_3.jpg,0,0.09318046
selection,cross_variable_variable,204,248,0204_1.jpg,0248_3.jpg,0,0.0008369759
selection,cross_variable_variable,204,266,0204_1.jpg,0266_3.jpg,0,-0.121603146
selection,cross_variable_variable,204,271,0204_1.jpg,0271_3.jpg,0,0.13489042
selection,cross_variable_variable,204,279,0204_1.jpg,0279_3.jpg,0,-0.026202176
selection,cross_variable_variable,204,282,0204_1.jpg,0282_3.jpg,0,-0.09071603
selection,cross_variable_variable,216,6,0216_1.jpg,0006_3.jpg,0,0.028790362
selection,cross_variable_variable,216,12,0216_1.jpg,0012_3.jpg,0,-0.042305075
selection,cross_variable_variable,216,15,0216_1.jpg,0015_3.jpg,0,0.013502546
selection,cross_variable_variable,216,18,0216_1.jpg,0018_3.jpg,0,0.15745315
selection,cross_variable_variable,216,35,0216_1.jpg,0035_3.jpg,0,0.19717392
selection,cross_variable_variable,216,42,0216_1.jpg,0042_3.jpg,0,-0.17218527
selection,cross_variable_variable,216,43,0216_1.jpg,0043_3.jpg,0,-0.08027971
selection,cross_variable_variable,216,60,0216_1.jpg,0060_3.jpg,0,0.07144793
selection,cross_variable_variable,216,66,0216_1.jpg,0066_3.jpg,0,-0.10191309
selection,cross_variable_variable,216,67,0216_1.jpg,0067_3.jpg,0,-0.17108214
selection,cross_variable_variable,216,79,0216_1.jpg,0079_3.jpg,0,-0.06084409
selection,cross_variable_variable,216,86,0216_1.jpg,0086_3.jpg,0,-0.090227
selection,cross_variable_variable,216,87,0216_1.jpg,0087_3.jpg,0,0.05152985
selection,cross_variable_variable,216,89,0216_1.jpg,0089_3.jpg,0,0.1376928
selection,cross_variable_variable,216,91,0216_1.jpg,0091_3.jpg,0,-0.047708645
selection,cross_variable_variable,216,93,0216_1.jpg,0093_3.jpg,0,0.046229705
selection,cross_variable_variable,216,106,0216_1.jpg,0106_3.jpg,0,-0.09340972
selection,cross_variable_variable,216,109,0216_1.jpg,0109_3.jpg,0,0.032271102
selection,cross_variable_variable,216,114,0216_1.jpg,0114_3.jpg,0,-0.17655702
selection,cross_variable_variable,216,130,0216_1.jpg,0130_3.jpg,0,-0.11825799
selection,cross_variable_variable,216,132,0216_1.jpg,0132_3.jpg,0,0.22264566
selection,cross_variable_variable,216,148,0216_1.jpg,0148_3.jpg,0,-0.23317516
selection,cross_variable_variable,216,154,0216_1.jpg,0154_3.jpg,0,0.024198906
selection,cross_variable_variable,216,161,0216_1.jpg,0161_3.jpg,0,0.05909539
selection,cross_variable_variable,216,200,0216_1.jpg,0200_3.jpg,0,0.07911529
selection,cross_variable_variable,216,204,0216_1.jpg,0204_3.jpg,0,0.075268984
selection,cross_variable_variable,216,216,0216_1.jpg,0216_3.jpg,1,0.17276487
selection,cross_variable_variable,216,219,0216_1.jpg,0219_3.jpg,0,-0.14930767
selection,cross_variable_variable,216,224,0216_1.jpg,0224_3.jpg,0,-0.31608605
selection,cross_variable_variable,216,237,0216_1.jpg,0237_3.jpg,0,-0.12820089
selection,cross_variable_variable,216,239,0216_1.jpg,0239_3.jpg,0,0.14231163
selection,cross_variable_variable,216,248,0216_1.jpg,0248_3.jpg,0,0.16778275
selection,cross_variable_variable,216,266,0216_1.jpg,0266_3.jpg,0,0.046667997
selection,cross_variable_variable,216,271,0216_1.jpg,0271_3.jpg,0,0.026761938
selection,cross_variable_variable,216,279,0216_1.jpg,0279_3.jpg,0,0.0014498606
selection,cross_variable_variable,216,282,0216_1.jpg,0282_3.jpg,0,0.086217694
selection,cross_variable_variable,219,6,0219_1.jpg,0006_3.jpg,0,0.04841077
selection,cross_variable_variable,219,12,0219_1.jpg,0012_3.jpg,0,-0.11675259
selection,cross_variable_variable,219,15,0219_1.jpg,0015_3.jpg,0,-0.048691228
selection,cross_variable_variable,219,18,0219_1.jpg,0018_3.jpg,0,-0.10497406
selection,cross_variable_variable,219,35,0219_1.jpg,0035_3.jpg,0,0.033176195
selection,cross_variable_variable,219,42,0219_1.jpg,0042_3.jpg,0,0.049198072
selection,cross_variable_variable,219,43,0219_1.jpg,0043_3.jpg,0,0.07248002
selection,cross_variable_variable,219,60,0219_1.jpg,0060_3.jpg,0,-0.042158723
selection,cross_variable_variable,219,66,0219_1.jpg,0066_3.jpg,0,-0.006725963
selection,cross_variable_variable,219,67,0219_1.jpg,0067_3.jpg,0,0.03136403
selection,cross_variable_variable,219,79,0219_1.jpg,0079_3.jpg,0,-0.12167734
selection,cross_variable_variable,219,86,0219_1.jpg,0086_3.jpg,0,0.0641227
selection,cross_variable_variable,219,87,0219_1.jpg,0087_3.jpg,0,-0.12767643
selection,cross_variable_variable,219,89,0219_1.jpg,0089_3.jpg,0,-0.005845936
selection,cross_variable_variable,219,91,0219_1.jpg,0091_3.jpg,0,0.00072047114
selection,cross_variable_variable,219,93,0219_1.jpg,0093_3.jpg,0,0.04020901
selection,cross_variable_variable,219,106,0219_1.jpg,0106_3.jpg,0,0.048042186
selection,cross_variable_variable,219,109,0219_1.jpg,0109_3.jpg,0,0.011986688
selection,cross_variable_variable,219,114,0219_1.jpg,0114_3.jpg,0,-0.09141375
selection,cross_variable_variable,219,130,0219_1.jpg,0130_3.jpg,0,-0.17469911
selection,cross_variable_variable,219,132,0219_1.jpg,0132_3.jpg,0,-0.021611556
selection,cross_variable_variable,219,148,0219_1.jpg,0148_3.jpg,0,0.03035942
selection,cross_variable_variable,219,154,0219_1.jpg,0154_3.jpg,0,-0.0075438283
selection,cross_variable_variable,219,161,0219_1.jpg,0161_3.jpg,0,0.027273245
selection,cross_variable_variable,219,200,0219_1.jpg,0200_3.jpg,0,-0.055020824
selection,cross_variable_variable,219,204,0219_1.jpg,0204_3.jpg,0,-0.022802053
selection,cross_variable_variable,219,216,0219_1.jpg,0216_3.jpg,0,0.06907055
selection,cross_variable_variable,219,219,0219_1.jpg,0219_3.jpg,1,0.04125116
selection,cross_variable_variable,219,224,0219_1.jpg,0224_3.jpg,0,-0.03627923
selection,cross_variable_variable,219,237,0219_1.jpg,0237_3.jpg,0,-0.04787715
selection,cross_variable_variable,219,239,0219_1.jpg,0239_3.jpg,0,-0.052692786
selection,cross_variable_variable,219,248,0219_1.jpg,0248_3.jpg,0,0.052985743
selection,cross_variable_variable,219,266,0219_1.jpg,0266_3.jpg,0,-0.035770148
selection,cross_variable_variable,219,271,0219_1.jpg,0271_3.jpg,0,0.030644871
selection,cross_variable_variable,219,279,0219_1.jpg,0279_3.jpg,0,-0.054292
selection,cross_variable_variable,219,282,0219_1.jpg,0282_3.jpg,0,0.04056886
selection,cross_variable_variable,224,6,0224_1.jpg,0006_3.jpg,0,-0.08970957
selection,cross_variable_variable,224,12,0224_1.jpg,0012_3.jpg,0,0.23592786
selection,cross_variable_variable,224,15,0224_1.jpg,0015_3.jpg,0,0.115769945
selection,cross_variable_variable,224,18,0224_1.jpg,0018_3.jpg,0,-0.05444798
selection,cross_variable_variable,224,35,0224_1.jpg,0035_3.jpg,0,0.14061049
selection,cross_variable_variable,224,42,0224_1.jpg,0042_3.jpg,0,0.27981302
selection,cross_variable_variable,224,43,0224_1.jpg,0043_3.jpg,0,-0.014794931
selection,cross_variable_variable,224,60,0224_1.jpg,0060_3.jpg,0,0.010973102
selection,cross_variable_variable,224,66,0224_1.jpg,0066_3.jpg,0,0.050289556
selection,cross_variable_variable,224,67,0224_1.jpg,0067_3.jpg,0,0.17109476
selection,cross_variable_variable,224,79,0224_1.jpg,0079_3.jpg,0,0.029852955
selection,cross_variable_variable,224,86,0224_1.jpg,0086_3.jpg,0,0.22225286
selection,cross_variable_variable,224,87,0224_1.jpg,0087_3.jpg,0,-0.10194843
selection,cross_variable_variable,224,89,0224_1.jpg,0089_3.jpg,0,-0.0021585887
selection,cross_variable_variable,224,91,0224_1.jpg,0091_3.jpg,0,-0.14395902
selection,cross_variable_variable,224,93,0224_1.jpg,0093_3.jpg,0,-0.035086006
selection,cross_variable_variable,224,106,0224_1.jpg,0106_3.jpg,0,0.049810752
selection,cross_variable_variable,224,109,0224_1.jpg,0109_3.jpg,0,-0.14161202
selection,cross_variable_variable,224,114,0224_1.jpg,0114_3.jpg,0,0.020752989
selection,cross_variable_variable,224,130,0224_1.jpg,0130_3.jpg,0,0.14888142
selection,cross_variable_variable,224,132,0224_1.jpg,0132_3.jpg,0,0.016178837
selection,cross_variable_variable,224,148,0224_1.jpg,0148_3.jpg,0,0.1812328
selection,cross_variable_variable,224,154,0224_1.jpg,0154_3.jpg,0,-0.08226779
selection,cross_variable_variable,224,161,0224_1.jpg,0161_3.jpg,0,-0.030770501
selection,cross_variable_variable,224,200,0224_1.jpg,0200_3.jpg,0,-0.18664688
