epoch,batch,slot,writer,batch_size
8,16,5,242,8
8,16,6,116,8
8,16,7,101,8
8,16,8,274,8
8,17,1,171,8
8,17,2,163,8
8,17,3,12,8
8,17,4,189,8
8,17,5,125,8
8,17,6,185,8
8,17,7,273,8
8,17,8,191,8
8,18,1,29,8
8,18,2,76,8
8,18,3,213,8
8,18,4,263,8
8,18,5,109,8
8,18,6,100,8
8,18,7,178,8
8,18,8,227,8
8,19,1,25,8
8,19,2,181,8
8,19,3,221,8
8,19,4,161,8
8,19,5,122,8
8,19,6,94,8
8,19,7,59,8
8,19,8,267,8
8,20,1,152,8
8,20,2,81,8
8,20,3,228,8
8,20,4,220,8
8,20,5,118,8
8,20,6,155,8
8,20,7,256,8
8,20,8,85,8
8,21,1,1,8
8,21,2,89,8
8,21,3,245,8
8,21,4,153,8
8,21,5,266,8
8,21,6,105,8
8,21,7,199,8
8,21,8,147,8
8,22,1,282,8
8,22,2,252,8
8,22,3,70,8
8,22,4,104,8
8,22,5,183,8
8,22,6,91,8
8,22,7,271,8
8,22,8,231,8
9,1,1,97,9
9,1,2,124,9
9,1,3,251,9
9,1,4,220,9
9,1,5,109,9
9,1,6,61,9
9,1,7,98,9
9,1,8,77,9
9,1,9,264,9
9,2,1,21,9
9,2,2,140,9
9,2,3,59,9
9,2,4,237,9
9,2,5,199,9
9,2,6,94,9
9,2,7,105,9
9,2,8,42,9
9,2,9,134,9
9,3,1,159,9
9,3,2,12,9
9,3,3,56,9
9,3,4,232,9
9,3,5,255,9
9,3,6,245,9
9,3,7,267,9
9,3,8,225,9
9,3,9,122,9
9,4,1,266,9
9,4,2,47,9
9,4,3,204,9
9,4,4,265,9
9,4,5,138,9
9,4,6,118,9
9,4,7,178,9
9,4,8,203,9
9,4,9,229,9
9,5,1,180,9
9,5,2,101,9
9,5,3,60,9
9,5,4,252,9
9,5,5,157,9
9,5,6,125,9
9,5,7,96,9
9,5,8,164,9
9,5,9,161,9
9,6,1,234,8
9,6,2,81,8
9,6,3,250,8
9,6,4,66,8
9,6,5,8,8
9,6,6,192,8
9,6,7,279,8
9,6,8,3,8
9,7,1,171,8
9,7,2,153,8
9,7,3,231,8
9,7,4,135,8
9,7,5,246,8
9,7,6,188,8
9,7,7,235,8
9,7,8,179,8
9,8,1,223,8
9,8,2,169,8
9,8,3,243,8
9,8,4,35,8
9,8,5,133,8
9,8,6,260,8
9,8,7,114,8
9,8,8,224,8
9,9,1,31,8
9,9,2,7,8
9,9,3,70,8
9,9,4,1,8
9,9,5,273,8
9,9,6,163,8
9,9,7,148,8
9,9,8,146,8
9,10,1,249,8
9,10,2,116,8
9,10,3,262,8
9,10,4,185,8
9,10,5,213,8
9,10,6,183,8
9,10,7,86,8
9,10,8,155,8
9,11,1,130,8
9,11,2,76,8
9,11,3,228,8
9,11,4,162,8
9,11,5,40,8
9,11,6,239,8
9,11,7,104,8
9,11,8,282,8
9,12,1,127,8
9,12,2,39,8
9,12,3,6,8
9,12,4,49,8
9,12,5,89,8
9,12,6,27,8
9,12,7,83,8
9,12,8,212,8
9,13,1,196,8
9,13,2,242,8
9,13,3,43,8
9,13,4,211,8
9,13,5,244,8
9,13,6,219,8
9,13,7,281,8
9,13,8,29,8
9,14,1,158,8
9,14,2,200,8
9,14,3,216,8
9,14,4,156,8
9,14,5,168,8
9,14,6,78,8
9,14,7,227,8
9,14,8,198,8
9,15,1,26,8
9,15,2,119,8
9,15,3,18,8
9,15,4,240,8
9,15,5,85,8
9,15,6,206,8
9,15,7,106,8
9,15,8,55,8
9,16,1,103,8
9,16,2,154,8
9,16,3,11,8
9,16,4,19,8
9,16,5,91,8
9,16,6,263,8
9,16,7,15,8
9,16,8,172,8
9,17,1,214,8
9,17,2,20,8
9,17,3,71,8
9,17,4,110,8
9,17,5,147,8
9,17,6,46,8
9,17,7,74,8
9,17,8,142,8
9,18,1,57,8
9,18,2,90,8
9,18,3,256,8
9,18,4,191,8
9,18,5,226,8
9,18,6,123,8
9,18,7,75,8
9,18,8,93,8
9,19,1,92,8
9,19,2,276,8
9,19,3,189,8
9,19,4,261,8
9,19,5,132,8
9,19,6,247,8
9,19,7,67,8
9,19,8,207,8
9,20,1,38,8
9,20,2,22,8
9,20,3,2,8
9,20,4,25,8
9,20,5,79,8
9,20,6,30,8
9,20,7,87,8
9,20,8,107,8
9,21,1,271,8
9,21,2,65,8
9,21,3,181,8
9,21,4,152,8
9,21,5,167,8
9,21,6,201,8
9,21,7,241,8
9,21,8,100,8
9,22,1,62,8
9,22,2,272,8
9,22,3,208,8
9,22,4,221,8
9,22,5,197,8
9,22,6,274,8
9,22,7,209,8
9,22,8,248,8
10,1,1,227,9
10,1,2,183,9
10,1,3,101,9
10,1,4,234,9
10,1,5,267,9
10,1,6,29,9
10,1,7,106,9
10,1,8,247,9
10,1,9,198,9
10,2,1,76,9
10,2,2,276,9
10,2,3,224,9
10,2,4,2,9
10,2,5,246,9
10,2,6,123,9
10,2,7,229,9
10,2,8,263,9
10,2,9,191,9
10,3,1,249,9
10,3,2,220,9
10,3,3,273,9
10,3,4,81,9
10,3,5,256,9
10,3,6,62,9
10,3,7,231,9
10,3,8,209,9
10,3,9,87,9
10,4,1,226,9
10,4,2,261,9
10,4,3,15,9
10,4,4,132,9
10,4,5,201,9
10,4,6,282,9
10,4,7,200,9
10,4,8,83,9
10,4,9,105,9
10,5,1,26,9
10,5,2,22,9
10,5,3,225,9
10,5,4,7,9
10,5,5,203,9
10,5,6,155,9
10,5,7,281,9
10,5,8,66,9
10,5,9,110,9
10,6,1,70,8
10,6,2,216,8
10,6,3,189,8
10,6,4,67,8
10,6,5,211,8
10,6,6,169,8
10,6,7,221,8
10,6,8,39,8
10,7,1,20,8
10,7,2,116,8
10,7,3,274,8
10,7,4,100,8
10,7,5,204,8
10,7,6,152,8
10,7,7,71,8
10,7,8,237,8
10,8,1,146,8
10,8,2,27,8
10,8,3,264,8
10,8,4,260,8
10,8,5,156,8
10,8,6,107,8
10,8,7,90,8
10,8,8,164,8
10,9,1,125,8
10,9,2,55,8
10,9,3,46,8
10,9,4,135,8
10,9,5,228,8
10,9,6,43,8
10,9,7,197,8
10,9,8,232,8
10,10,1,207,8
10,10,2,154,8
10,10,3,42,8
10,10,4,86,8
10,10,5,147,8
10,10,6,92,8
10,10,7,89,8
10,10,8,167,8
10,11,1,161,8
10,11,2,153,8
10,11,3,114,8
10,11,4,122,8
10,11,5,243,8
10,11,6,21,8
10,11,7,38,8
10,11,8,11,8
10,12,1,109,8
10,12,2,19,8
10,12,3,98,8
10,12,4,206,8
10,12,5,213,8
10,12,6,103,8
10,12,7,163,8
10,12,8,118,8
10,13,1,25,8
10,13,2,265,8
10,13,3,235,8
10,13,4,49,8
10,13,5,104,8
10,13,6,192,8
10,13,7,96,8
10,13,8,214,8
10,14,1,140,8
10,14,2,240,8
10,14,3,127,8
10,14,4,78,8
10,14,5,91,8
10,14,6,31,8
10,14,7,142,8
10,14,8,171,8
10,15,1,279,8
10,15,2,157,8
10,15,3,18,8
10,15,4,266,8
10,15,5,8,8
10,15,6,65,8
10,15,7,272,8
10,15,8,6,8
10,16,1,180,8
10,16,2,271,8
10,16,3,59,8
10,16,4,162,8
10,16,5,74,8
10,16,6,188,8
10,16,7,199,8
10,16,8,248,8
10,17,1,181,8
10,17,2,75,8
10,17,3,1,8
10,17,4,168,8
10,17,5,250,8
10,17,6,251,8
10,17,7,79,8
10,17,8,245,8
10,18,1,172,8
10,18,2,212,8
10,18,3,12,8
10,18,4,119,8
10,18,5,56,8
10,18,6,47,8
10,18,7,242,8
10,18,8,30,8
10,19,1,94,8
10,19,2,85,8
10,19,3,159,8
10,19,4,124,8
10,19,5,130,8
10,19,6,77,8
10,19,7,196,8
10,19,8,35,8
10,20,1,241,8
10,20,2,40,8
10,20,3,133,8
10,20,4,262,8
10,20,5,57,8
10,20,6,239,8
10,20,7,223,8
10,20,8,255,8
10,21,1,148,8
10,21,2,60,8
10,21,3,93,8
10,21,4,185,8
10,21,5,252,8
10,21,6,97,8
10,21,7,134,8
10,21,8,138,8
10,22,1,179,8
10,22,2,61,8
10,22,3,158,8
10,22,4,208,8
10,22,5,244,8
10,22,6,178,8
10,22,7,219,8
10,22,8,3,8
