epoch,batch,slot,writer,batch_size
8,17,2,11,8
8,17,3,109,8
8,17,4,203,8
8,17,5,243,8
8,17,6,135,8
8,17,7,201,8
8,17,8,266,8
8,18,1,273,8
8,18,2,220,8
8,18,3,272,8
8,18,4,158,8
8,18,5,42,8
8,18,6,59,8
8,18,7,246,8
8,18,8,55,8
8,19,1,56,8
8,19,2,93,8
8,19,3,31,8
8,19,4,127,8
8,19,5,208,8
8,19,6,185,8
8,19,7,189,8
8,19,8,132,8
8,20,1,43,8
8,20,2,22,8
8,20,3,124,8
8,20,4,1,8
8,20,5,96,8
8,20,6,281,8
8,20,7,138,8
8,20,8,235,8
8,21,1,154,8
8,21,2,134,8
8,21,3,12,8
8,21,4,264,8
8,21,5,271,8
8,21,6,26,8
8,21,7,232,8
8,21,8,87,8
8,22,1,228,8
8,22,2,250,8
8,22,3,274,8
8,22,4,262,8
8,22,5,104,8
8,22,6,6,8
8,22,7,265,8
8,22,8,47,8
8,23,1,226,5
8,23,2,101,5
8,23,3,110,5
8,23,4,70,5
8,23,5,179,5
9,1,1,212,8
9,1,2,124,8
9,1,3,235,8
9,1,4,168,8
9,1,5,70,8
9,1,6,86,8
9,1,7,25,8
9,1,8,122,8
9,2,1,214,8
9,2,2,3,8
9,2,3,232,8
9,2,4,94,8
9,2,5,83,8
9,2,6,240,8
9,2,7,242,8
9,2,8,105,8
9,3,1,273,8
9,3,2,243,8
9,3,3,104,8
9,3,4,142,8
9,3,5,125,8
9,3,6,171,8
9,3,7,40,8
9,3,8,119,8
9,4,1,157,8
9,4,2,101,8
9,4,3,248,8
9,4,4,78,8
9,4,5,272,8
9,4,6,207,8
9,4,7,140,8
9,4,8,271,8
9,5,1,213,8
9,5,2,91,8
9,5,3,20,8
9,5,4,199,8
9,5,5,204,8
9,5,6,250,8
9,5,7,183,8
9,5,8,12,8
9,6,1,8,8
9,6,2,47,8
9,6,3,30,8
9,6,4,61,8
9,6,5,97,8
9,6,6,154,8
9,6,7,134,8
9,6,8,279,8
9,7,1,172,8
9,7,2,226,8
9,7,3,265,8
9,7,4,26,8
9,7,5,90,8
9,7,6,98,8
9,7,7,15,8
9,7,8,62,8
9,8,1,81,8
9,8,2,251,8
9,8,3,66,8
9,8,4,103,8
9,8,5,263,8
9,8,6,197,8
9,8,7,189,8
9,8,8,206,8
9,9,1,43,8
9,9,2,55,8
9,9,3,27,8
9,9,4,208,8
9,9,5,231,8
9,9,6,49,8
9,9,7,19,8
9,9,8,220,8
9,10,1,57,8
9,10,2,96,8
9,10,3,180,8
9,10,4,59,8
9,10,5,89,8
9,10,6,35,8
9,10,7,198,8
9,10,8,135,8
9,11,1,249,8
9,11,2,75,8
9,11,3,161,8
9,11,4,146,8
9,11,5,224,8
9,11,6,260,8
9,11,7,46,8
9,11,8,239,8
9,12,1,179,8
9,12,2,245,8
9,12,3,11,8
9,12,4,264,8
9,12,5,42,8
9,12,6,85,8
9,12,7,133,8
9,12,8,156,8
9,13,1,169,8
9,13,2,31,8
9,13,3,267,8
9,13,4,29,8
9,13,5,93,8
9,13,6,274,8
9,13,7,188,8
9,13,8,18,8
9,14,1,234,8
9,14,2,148,8
9,14,3,130,8
9,14,4,164,8
9,14,5,216,8
9,14,6,244,8
9,14,7,155,8
9,14,8,209,8
9,15,1,116,8
9,15,2,167,8
9,15,3,107,8
9,15,4,123,8
9,15,5,237,8
9,15,6,252,8
9,15,7,109,8
9,15,8,200,8
9,16,1,87,8
9,16,2,71,8
9,16,3,266,8
9,16,4,21,8
9,16,5,152,8
9,16,6,7,8
9,16,7,65,8
9,16,8,219,8
9,17,1,38,8
9,17,2,227,8
9,17,3,100,8
9,17,4,110,8
9,17,5,1,8
9,17,6,223,8
9,17,7,241,8
9,17,8,246,8
9,18,1,201,8
9,18,2,262,8
9,18,3,159,8
9,18,4,281,8
9,18,5,79,8
9,18,6,163,8
9,18,7,114,8
9,18,8,67,8
9,19,1,127,8
9,19,2,56,8
9,19,3,255,8
9,19,4,196,8
9,19,5,92,8
9,19,6,203,8
9,19,7,74,8
9,19,8,247,8
9,20,1,181,8
9,20,2,153,8
9,20,3,192,8
9,20,4,225,8
9,20,5,185,8
9,20,6,6,8
9,20,7,77,8
9,20,8,282,8
9,21,1,229,8
9,21,2,261,8
9,21,3,228,8
9,21,4,22,8
9,21,5,2,8
9,21,6,276,8
9,21,7,158,8
9,21,8,211,8
9,22,1,76,8
9,22,2,132,8
9,22,3,106,8
9,22,4,118,8
9,22,5,191,8
9,22,6,138,8
9,22,7,256,8
9,22,8,147,8
9,23,1,39,5
9,23,2,162,5
9,23,3,221,5
9,23,4,178,5
9,23,5,60,5
